X,Y,OBJECTID,FULLNAME,NAME,ENTRANCENAME,ALIAS1,ALIAS2,JURISDICTION,ADDRESS,Address2,URL,PHONE,ARTSCENTER,BALLFIELDS,BOATRENTAL,CANOE,DISCGOLF,DOGPARK,ENVCTR,FISHING,GREENWAYACCESS,GYM,MULTIPURPOSEFIELD,OUTDOORBASKETBALL,PICNICSHELTER,PLAYGROUND,POOL,COMMUNITYCENTER,NEIGHBORHOODCENTER,TENNISCOURTS,TRACK,WALKINGTRAILS,RESTROOMS,Lat,Lon,Notes,AMUSEMENTTRAIN,CAROUSEL,TENNISCENTER,THEATER,BOCCE,HANDBALL,HORSESHOE,INLINESKATING,SANDVOLLEYBALL,SKATEPARK,ACTIVE_ADULT,BMXTRACK,BOATRIDE,LIBRARY,MUSEUM,TEEN,BIKING,LIVEANIMALS,GARDENS,EQUESTRIAN,VEHICLEENTRANCE,GREENWAYENTRANCE,PEDESTRIANENTRANCE,PARKINGSTREET,PARKINGLOT,CAMPING
2052868.67158122,737181.273860887,242,Fred G. Bond Metro Park - Greenway Entrance,Fred G. Bond Metro Park,Greenway Entrance,,,Town of Cary,"801 High House Road, Cary, NC","801 High House Road, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Fred_G__Bond_Metro_Park.htm,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,35.790665,-78.833094,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2053365.14007647,738403.925943151,243,Fred G. Bond Metro Park - Greenway Entrance,Fred G. Bond Metro Park,Greenway Entrance,,,Town of Cary,"801 High House Road, Cary, NC","801 High House Road, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Fred_G__Bond_Metro_Park.htm,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,35.790665,-78.833094,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2050344.9545158,739318.243996397,244,Fred G. Bond Metro Park - Greenway Entrance,Fred G. Bond Metro Park,Greenway Entrance,,,Town of Cary,"801 High House Road, Cary, NC","801 High House Road, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Fred_G__Bond_Metro_Park.htm,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,35.790665,-78.833094,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2049932.99930297,739100.15683414,245,Fred G. Bond Metro Park - Greenway Entrance,Fred G. Bond Metro Park,Greenway Entrance,,,Town of Cary,"801 High House Road, Cary, NC","801 High House Road, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Fred_G__Bond_Metro_Park.htm,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,35.790665,-78.833094,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2052931.43523522,737469.333324149,246,Fred G. Bond Metro Park - Greenway Entrance,Fred G. Bond Metro Park,Greenway Entrance,,,Town of Cary,"801 High House Road, Cary, NC","801 High House Road, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Fred_G__Bond_Metro_Park.htm,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,35.790665,-78.833094,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2052932.5615453,740885.078789234,247,Fred G. Bond Metro Park - High House Rd Entrance,Fred G. Bond Metro Park,High House Rd Entrance,,,Town of Cary,"801 High House Road, Cary, NC","801 High House Road, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Fred_G__Bond_Metro_Park.htm,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,35.790665,-78.833094,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2051899.25619721,741184.966968983,248,Fred G. Bond Metro Park - High House Rd Entrance,Fred G. Bond Metro Park,High House Rd Entrance,,,Town of Cary,"801 High House Road, Cary, NC","801 High House Road, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Fred_G__Bond_Metro_Park.htm,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,35.790665,-78.833094,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2050897.93142822,736127.142110899,249,Fred G. Bond Metro Park - Pedestrian Entrance,Fred G. Bond Metro Park,Pedestrian Entrance,,,Town of Cary,"801 High House Road, Cary, NC","801 High House Road, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Fred_G__Bond_Metro_Park.htm,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,35.790665,-78.833094,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2051577.3319723,736756.897741139,250,Fred G. Bond Metro Park - Pedestrian Entrance,Fred G. Bond Metro Park,Pedestrian Entrance,,,Town of Cary,"801 High House Road, Cary, NC","801 High House Road, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Fred_G__Bond_Metro_Park.htm,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,35.790665,-78.833094,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2050144.63765922,741641.390268728,251,Fred G. Bond Metro Park - Pedestrian Entrance,Fred G. Bond Metro Park,Pedestrian Entrance,,,Town of Cary,"801 High House Road, Cary, NC","801 High House Road, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Fred_G__Bond_Metro_Park.htm,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,35.790665,-78.833094,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2058158.94905838,666992.597637475,252,Fuquay-Varina Downtown Dog Park - Woodland Dr Entrance,Fuquay-Varina Downtown Dog Park,Woodland Dr Entrance,,,Town of Fuquay-Varina,"110 Woodland Drive, Fuquay-Varina, NC","110 Woodland Drive, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/dog-park.html,919-552-1430,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.583051,-78.804481,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2072400.4950503,674880.350890815,253,Fuquay-Varina Elementary School Park - Johnson Pond Rd Entrance,Fuquay-Varina Elementary School Park,Johnson Pond Rd Entrance,,,Town of Fuquay-Varina,"6600 Johnson Pond Rd, Fuquay-Varina, NC","6600 Johnson Pond Rd, Fuquay-Varina, NC",http://www.wcpss.net/fuquayvarinaes,(919) 557-2566,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,No,Yes,
2060680.98568097,672176.347440556,254,Fuquay-Varina High School Tennis Courts - Bengal Blvd Entrance,Fuquay-Varina High School Tennis Courts,Bengal Blvd Entrance,,,Town of Fuquay-Varina,"201 Bengal Blvd., Fuquay-Varina, NC","201 Bengal Blvd., Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/fvhs-tennis-courts.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,35.599922,-78.792503,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2060651.75804913,672863.085568398,255,Fuquay-Varina High School Tennis Courts - Pedestrian Entrance,Fuquay-Varina High School Tennis Courts,Pedestrian Entrance,,,Town of Fuquay-Varina,"201 Bengal Blvd., Fuquay-Varina, NC","201 Bengal Blvd., Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/fvhs-tennis-courts.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,35.599922,-78.792503,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2060331.50015947,667116.187285304,256,Fuquay-Varina Museums at Ashworth Park - Pedestrian Entrance,Fuquay-Varina Museums at Ashworth Park,Pedestrian Entrance,,,Town of Fuquay-Varina,"131 South Fuquay Avenue, Fuquay-Varina, NC","131 South Fuquay Avenue, Fuquay-Varina, NC",http://www.fuquay-varina.org/Facilities/Facility/Details/FuquayVarina-Museums-at-Ashworth-Park-14,919-552-1430,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,,,Fuquay-Varina Town Museum adjacent to park,No,,,,,,,,,,,,,,,,No,,,,No,No,Yes,No,No,
2060333.11236097,667353.888581559,257,Fuquay-Varina Museums at Ashworth Park - Pedestrian Entrance,Fuquay-Varina Museums at Ashworth Park,Pedestrian Entrance,,,Town of Fuquay-Varina,"131 South Fuquay Avenue, Fuquay-Varina, NC","131 South Fuquay Avenue, Fuquay-Varina, NC",http://www.fuquay-varina.org/Facilities/Facility/Details/FuquayVarina-Museums-at-Ashworth-Park-14,919-552-1430,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,,,Fuquay-Varina Town Museum adjacent to park,No,,,,,,,,,,,,,,,,No,,,,No,No,Yes,No,No,
2060006.37745014,667214.178231061,258,Fuquay-Varina Museums at Ashworth Park - S Fuquay Ave Entrance,Fuquay-Varina Museums at Ashworth Park,S Fuquay Ave Entrance,,,Town of Fuquay-Varina,"131 South Fuquay Avenue, Fuquay-Varina, NC","131 South Fuquay Avenue, Fuquay-Varina, NC",http://www.fuquay-varina.org/Facilities/Facility/Details/FuquayVarina-Museums-at-Ashworth-Park-14,919-552-1430,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,,,Fuquay-Varina Town Museum adjacent to park,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,No,Yes,
2060004.7934638,667373.486967564,259,Fuquay-Varina Museums at Ashworth Park - S Fuquay Ave Entrance,Fuquay-Varina Museums at Ashworth Park,S Fuquay Ave Entrance,,,Town of Fuquay-Varina,"131 South Fuquay Avenue, Fuquay-Varina, NC","131 South Fuquay Avenue, Fuquay-Varina, NC",http://www.fuquay-varina.org/Facilities/Facility/Details/FuquayVarina-Museums-at-Ashworth-Park-14,919-552-1430,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,,,Fuquay-Varina Town Museum adjacent to park,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,No,Yes,
2059470.5760283,666190.283297226,260,Fuquay Mineral Spring Park - Pedestrian Entrance,Fuquay Mineral Spring Park,Pedestrian Entrance,,,Town of Fuquay-Varina,"105 West Spring Street, Fuquay-Varina, NC","105 West Spring Street, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/fuquay-mineral-spring-park.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,35.580356,-78.800427,Picnic Tables (not sheltered),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2059495.45754021,665948.603006303,261,Fuquay Mineral Spring Park - Pedestrian Entrance,Fuquay Mineral Spring Park,Pedestrian Entrance,,,Town of Fuquay-Varina,"105 West Spring Street, Fuquay-Varina, NC","105 West Spring Street, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/fuquay-mineral-spring-park.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,35.580356,-78.800427,Picnic Tables (not sheltered),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2059233.97643588,665790.214543566,262,Fuquay Mineral Spring Park - Spring Ave Entrance,Fuquay Mineral Spring Park,Spring Ave Entrance,,,Town of Fuquay-Varina,"105 West Spring Street, Fuquay-Varina, NC","105 West Spring Street, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/fuquay-mineral-spring-park.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,35.580356,-78.800427,Picnic Tables (not sheltered),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2059347.28985755,665699.985721394,263,Fuquay Mineral Spring Park - Sunset Dr Entrance,Fuquay Mineral Spring Park,Sunset Dr Entrance,,,Town of Fuquay-Varina,"105 West Spring Street, Fuquay-Varina, NC","105 West Spring Street, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/fuquay-mineral-spring-park.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,35.580356,-78.800427,Picnic Tables (not sheltered),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2110766.23295122,709428.085272893,264,Garner Jaycee Park - Pedestrian Entrance,Garner Jaycee Park,Pedestrian Entrance,,,Town of Garner,"1300 Vandora Springs Road, Garner NC, 27529","1300 Vandora Springs Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=18,919-773-4445,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,35.69907,-78.628396,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2110298.97141856,710181.571298733,265,Garner Jaycee Park - Pedestrian Entrance,Garner Jaycee Park,Pedestrian Entrance,,,Town of Garner,"1300 Vandora Springs Road, Garner NC, 27529","1300 Vandora Springs Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=18,919-773-4445,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,35.69907,-78.628396,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2109725.38234264,709357.660544977,266,Garner Jaycee Park - Vandora Springs Rd Entrance,Garner Jaycee Park,Vandora Springs Rd Entrance,,,Town of Garner,"1300 Vandora Springs Road, Garner NC, 27529","1300 Vandora Springs Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=18,919-773-4445,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,35.69907,-78.628396,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2117635.42853038,713895.445104554,267,Garner Recreational Park - Creech Rd Entrance,Garner Recreational Park,Creech Rd Entrance,,,Town of Garner,"221 East Garner Road, Garner NC, 27529","221 East Garner Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=5,919-773-4443,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,35.709444,-78.602809,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2117892.44048356,712269.794156387,268,Garner Recreational Park - E Garner Rd Entrance,Garner Recreational Park,E Garner Rd Entrance,,,Town of Garner,"221 East Garner Road, Garner NC, 27529","221 East Garner Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=5,919-773-4443,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,35.709444,-78.602809,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2118048.69574846,712702.039026812,269,Garner Recreational Park - Pedestrian Entrance,Garner Recreational Park,Pedestrian Entrance,,,Town of Garner,"221 East Garner Road, Garner NC, 27529","221 East Garner Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=5,919-773-4443,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,35.709444,-78.602809,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2117790.50007063,712658.687407479,270,Garner Recreational Park - Pedestrian Entrance,Garner Recreational Park,Pedestrian Entrance,,,Town of Garner,"221 East Garner Road, Garner NC, 27529","221 East Garner Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=5,919-773-4443,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,35.709444,-78.602809,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2204279.92190772,757282.442647979,271,Gill Street Park - N Gill St Entrance,Gill Street Park,N Gill St Entrance,,,Town of Zebulon,"600 N Privette St, Zebulon, NC",,https://www.townofzebulon.org/services/parks-and-recreation/parks-facilities,919-823-0432,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,No,Yes,
2204036.42206664,757306.004280642,272,Gill Street Park - Pedestrian Entrance,Gill Street Park,Pedestrian Entrance,,,Town of Zebulon,"600 N Privette St, Zebulon, NC",,https://www.townofzebulon.org/services/parks-and-recreation/parks-facilities,919-823-0432,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,No,No,Yes,No,No,
2204279.75819413,757086.768826723,273,Gill Street Park - Pedestrian Entrance,Gill Street Park,Pedestrian Entrance,,,Town of Zebulon,"600 N Privette St, Zebulon, NC",,https://www.townofzebulon.org/services/parks-and-recreation/parks-facilities,919-823-0432,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,No,No,Yes,No,No,
2204030.80987313,757171.746018976,274,Gill Street Park - Pedestrian Entrance,Gill Street Park,Pedestrian Entrance,,,Town of Zebulon,"600 N Privette St, Zebulon, NC",,https://www.townofzebulon.org/services/parks-and-recreation/parks-facilities,919-823-0432,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,No,No,Yes,No,No,
2093433.20200056,756799.847484559,275,Glen Eden Pilot Park - Eden Croft Dr Entrance,Glen Eden Pilot Park,Eden Croft Dr Entrance,,,City of Raleigh,"1500 Glen Eden Dr, Raleigh, NC","1500 Glen Eden Dr, Raleigh, NC",https://raleighnc.gov/places/glen-eden-pilot-park,919-831-6833,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,35.82833125,-78.68352339,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2093352.75990422,756074.971637726,276,Glen Eden Pilot Park - Glen Eden Dr Entrance,Glen Eden Pilot Park,Glen Eden Dr Entrance,,,City of Raleigh,"1500 Glen Eden Dr, Raleigh, NC","1500 Glen Eden Dr, Raleigh, NC",https://raleighnc.gov/places/glen-eden-pilot-park,919-831-6833,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,35.82833125,-78.68352339,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes,
2094554.04555939,757230.554628387,277,Glen Eden Pilot Park - Greenway Entrance,Glen Eden Pilot Park,Greenway Entrance,,,City of Raleigh,"1500 Glen Eden Dr, Raleigh, NC","1500 Glen Eden Dr, Raleigh, NC",https://raleighnc.gov/places/glen-eden-pilot-park,919-831-6833,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,35.82833125,-78.68352339,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2093560.25030288,755994.312350228,278,Glen Eden Pilot Park - Greenway Entrance,Glen Eden Pilot Park,Greenway Entrance,,,City of Raleigh,"1500 Glen Eden Dr, Raleigh, NC","1500 Glen Eden Dr, Raleigh, NC",https://raleighnc.gov/places/glen-eden-pilot-park,919-831-6833,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,35.82833125,-78.68352339,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2094085.91066888,757494.139074981,279,Glen Eden Pilot Park - Marshall Park Ln Entrance,Glen Eden Pilot Park,Marshall Park Ln Entrance,,,City of Raleigh,"1500 Glen Eden Dr, Raleigh, NC","1500 Glen Eden Dr, Raleigh, NC",https://raleighnc.gov/places/glen-eden-pilot-park,919-831-6833,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,35.82833125,-78.68352339,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2040470.16652264,755240.673765644,280,Good Hope Farm - Louis Stephens Dr Entrance,Good Hope Farm,Louis Stephens Dr Entrance,,,Town of Cary,"1580 Morrisville Carpenter Road, Cary, NC",,http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/community-gardens-urban-agriculture/good-hope-farm,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2040772.70495956,755030.166968808,281,Good Hope Farm - Morrisville Carpenter Rd Entrance,Good Hope Farm,Morrisville Carpenter Rd Entrance,,,Town of Cary,"1580 Morrisville Carpenter Road, Cary, NC",,http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/community-gardens-urban-agriculture/good-hope-farm,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2123259.26767638,784628.84858498,282,Green Hills County Park - Deponie Dr Entrance,Green Hills County Park,Deponie Dr Entrance,,,Wake County,"9300 Deponie Dr., Raleigh, NC  27614","9300 Deponie Dr., Raleigh, NC  27614",https://www.wakegov.com/departments-government/parks-recreation-open-space/all-parks-trails/green-hills-county-park,919-856-6670,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.904872,-78.584153,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,
2123145.85418931,786855.961256728,283,Green Hills County Park - Greenway Entrance,Green Hills County Park,Greenway Entrance,,,Wake County,"9300 Deponie Dr., Raleigh, NC  27614","9300 Deponie Dr., Raleigh, NC  27614",https://www.wakegov.com/departments-government/parks-recreation-open-space/all-parks-trails/green-hills-county-park,919-856-6670,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.904872,-78.584153,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,
2125407.07342014,786815.794998482,284,Green Hills County Park - Greenway Entrance,Green Hills County Park,Greenway Entrance,,,Wake County,"9300 Deponie Dr., Raleigh, NC  27614","9300 Deponie Dr., Raleigh, NC  27614",https://www.wakegov.com/departments-government/parks-recreation-open-space/all-parks-trails/green-hills-county-park,919-856-6670,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.904872,-78.584153,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,
2124659.47747439,784697.792344734,285,Green Hills County Park - Pedestrian Entrance,Green Hills County Park,Pedestrian Entrance,,,Wake County,"9300 Deponie Dr., Raleigh, NC  27614","9300 Deponie Dr., Raleigh, NC  27614",https://www.wakegov.com/departments-government/parks-recreation-open-space/all-parks-trails/green-hills-county-park,919-856-6670,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.904872,-78.584153,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,
2041816.87347488,747498.987805471,286,Green Hope Elementary Park - Greenway Entrance,Green Hope Elementary Park,Greenway Entrance,,,Town of Cary,"2750 Louis Stephens Drive, Cary, NC","2750 Louis Stephens Drive, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/green-hope-elementary-park,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,35.810583,-78.86314,Sand Volleyball Courts,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2041060.82118122,748186.322388813,287,Green Hope Elementary Park - Greenway Entrance,Green Hope Elementary Park,Greenway Entrance,,,Town of Cary,"2750 Louis Stephens Drive, Cary, NC","2750 Louis Stephens Drive, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/green-hope-elementary-park,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,35.810583,-78.86314,Sand Volleyball Courts,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2041052.5931793,747744.44991298,288,Green Hope Elementary Park - Louis Stephens Dr Entrance,Green Hope Elementary Park,Louis Stephens Dr Entrance,,,Town of Cary,"2750 Louis Stephens Drive, Cary, NC","2750 Louis Stephens Drive, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/green-hope-elementary-park,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,35.810583,-78.86314,Sand Volleyball Courts,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
